,foodname_ESP,foodname_ENG,energy,fats,prot,water,fiber,carbs,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,chol,A,D,E,B9,B3,B2,B1,B12,B6,C,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,unsat_fats,salt,group
340,galleta salada,"cookie, salted",409.0,10.0,9.4,8.2,3.2,69.2,4.26,3.27,1.92,True,0.0,0.0,0.0,0.5,10.0,0.9,0.1,0.11,0.0,0.1,0.0,68.0,1.0,165.0,30.0,950.0,150.0,0.0,7.3,0.6,7.529999999999999,2375.0,cereals
341,"galleta, barquillo, con jalea de frutas","biscuit, fruit jam filled, comercial",369.0,5.6485,5.2,11.5,2.0,73.0,2.3,1.3,1.8,True,20.0,145.0,0.61,0.45,12.0,0.09,0.09,0.04,0.0,0.07,1.0,23.0,1.3,97.0,17.0,188.0,84.0,6.5,3.4,0.23,3.5999999999999996,470.0,cereals
342,"galleta, cubierta de chocolate","cookie, chocolate covered",543.0,27.6,5.7,0.0,2.9,67.4,8.0,1.1,16.7,True,22.0,0.0,0.0,1.43,6.0,1.7,0.13,0.03,0.0,0.04,0.0,110.0,1.7,230.0,42.0,160.0,130.0,20.1,5.7,0.8,9.1,400.0,cereals
343,"galleta, genérico",cookie,483.0,21.77,6.76,3.29,3.21,64.31,7.95,2.37,10.27,True,50.17,0.2,0.34,1.81,9.25,2.23,0.11,0.1,0.0,0.07,0.09,96.0,2.05,169.75,29.83,409.9,124.42,0.0,5.24,0.77,10.32,1024.75,cereals
344,"galleta, tipo ""digestiva""","cookie, ""digestive"" type",468.0,20.8159,6.3,2.5,4.6,63.2039,9.6,1.7,8.6,False,41.0,0.0,0.0,3.2,13.0,2.4,0.11,0.14,0.09,0.09,0.0,92.0,3.2,170.0,23.0,600.0,88.0,11.3,5.0,0.5,11.299999999999999,1500.0,cereals
345,galletas integrales,crackers,404.0,21.2,10.0,13.4,12.5,42.9,13.62,3.48,4.1,False,0.0,76.5,0.0,1.53,19.0,2.4,0.06,0.26,0.0,0.18,0.0,333.0,2.5,200.0,28.0,300.0,133.0,0.0,7.3,1.2,17.099999999999998,750.0,cereals
346,"galletas saladas, con queso","cookies, salted, with cheese",482.0,26.2552,11.8,3.0,3.1,49.1,9.0,7.3,8.8,False,30.0,0.0,0.05,4.0,11.0,0.45,0.2,0.1,0.5,0.12,0.0,236.0,1.0,148.0,27.0,821.0,226.0,0.0,7.3,1.2,16.3,2052.5,misc
347,galletas tipo maria,maria crackers,479.0,19.0,7.076,1.8,3.1,69.0,5.7,2.5,9.7,True,65.9,0.0,0.0,2.3,8.0,2.1,0.08,0.1,0.0,0.08,0.0,117.7,2.0,110.0,25.0,217.0,90.0,0.0,7.3,0.59,8.2,542.5,cereals
348,"galletas, con chocolate, tipo ""cookies""","cookie, with chocolate",491.0,22.92,6.2,5.7,1.8,64.3,8.9542,6.0046,6.9527,True,88.0,245.833,2.2,2.32,5.0,0.8,0.08,0.12,0.0,0.07,0.0,78.0,1.3,92.0,12.0,220.0,82.0,29.1,2.8,0.7,14.9588,550.0,cereals
349,"galletas, de mantequilla",butter cookie,484.0,20.0,7.0,2.0,1.6,68.0,6.1,1.0,11.2,True,107.0,190.667,0.5,1.3,13.0,0.9,0.04,0.16,0.0,0.05,0.0,60.0,1.8,130.0,17.0,410.0,85.0,8.5,5.6,0.9,7.1,1025.0,cereals
350,"gallina, entera, cruda","hen, whole, raw",231.0,18.1,17.3,64.6,0.0,0.0,7.4,3.5,5.1,False,72.0,24.0,1.5,0.3,8.0,6.4,0.19,0.09,0.31,0.32,2.0,10.0,1.0,196.0,18.7,61.0,169.0,5.0,12.0,1.1,10.9,152.5,meat
351,gallo,fourspotted megrim,81.0,1.9,15.8,82.3,0.0,0.0,0.39,0.61,0.33,True,62.2,0.0,0.0,0.0,11.2,3.7,0.1,0.08,1.1,0.38,0.0,33.6,0.96,250.0,42.1,150.0,260.0,16.0,24.0,0.4,1.0,375.0,seafood
352,"gamba quisquilla, congelada","shrimp, frozen, raw",75.0,0.8571,16.5,81.2,0.0,0.0,0.2,0.3,0.1,False,130.0,2.0,0.0,2.85,14.0,0.5,0.0,0.0,3.0,0.08,0.0,130.0,2.6,75.0,47.0,380.0,150.0,210.0,21.0,1.1,0.5,950.0,seafood
353,"gamba roja, cruda","red shrimp, frozen, peeled, raw",90.0,1.8143,18.0,78.67,0.0,0.0,0.37,0.6,0.3,False,185.0,0.0117,0.0,1.5,5.0,1.5,0.02,0.02,1.9,0.06,0.0,115.0,3.3,221.0,69.0,305.0,215.0,210.0,21.0,1.1,0.97,762.5,seafood
354,"gamba, hervida","shrimp, boiled",96.0,1.71,19.78,70.0,0.0,0.0,0.5,0.4,0.4,False,81.0,0.0,0.0,0.0,0.0,3.96,0.14,0.02,0.0,0.06,0.0,142.0,0.99,227.5,38.85,914.25,323.75,25.2,16.2,1.44,0.9,2285.625,seafood
355,"garbanzo, en conserva","chickpea, canned",133.0,2.9,7.2,71.7,4.1,14.12,0.72,1.3,0.31,False,0.0,3.5,0.0,1.55,67.0,1.2,0.06,0.13,0.0,0.04,0.0,43.0,2.8,110.0,24.0,220.0,335.0,1.0,1.0,1.2,2.02,550.0,legumes
356,"garbanzo, hervido","chickpea, boiled",360.0,2.5,8.9,59.1,13.6,18.7,0.6,1.2,0.3,False,0.0,4.0,0.0,1.2,100.0,0.6,0.06,0.13,0.0,0.14,0.0,56.0,2.8,335.0,53.0,6.0,132.0,0.2,3.7,1.2,1.7999999999999998,15.0,legumes
357,"garbanzo, seco, crudo","chickpea, dried, raw",336.0,6.3,19.305,7.275,14.9667,49.2463,1.8,2.8125,0.4275,True,0.0,21.5,0.0,3.1,185.0,1.7,0.14,0.45,0.0,0.15,4.1,143.0,6.8,1000.0,122.0,30.0,310.0,1.5,2.0,2.0,4.6125,75.0,legumes
358,gazpacho,"cold vegetal soup, gazpacho",34.0,2.8,0.6,94.8,0.2,1.6,1.9,0.31,0.47,False,0.0,53.0,0.0,0.19,4.0,0.51,0.01,0.02,0.0,0.06,2.9,10.0,0.4,92.0,3.0,303.0,15.0,1.17,1.5,0.1,2.21,757.5,misc
359,gelatina,jelly,344.0,0.0,84.4,15.6,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,11.0,32.0,0.0,6.0,0.0,0.2,0.0,80.0,misc
360,germen de trigo,wheat germ,337.0,11.1111,25.0,11.5,15.9,33.3,1.2,5.3,1.5,False,0.0,0.0,0.0,21.0,350.0,9.8,0.6,2.0,0.0,2.2,0.0,55.0,7.6,871.0,250.0,9.0,971.0,5.0,3.0,17.0,6.5,22.5,cereals
361,ginebra,gin,220.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,drinks
362,gofio,gofio,399.0,2.48,10.8,8.0,1.87,81.57,0.41,1.55,0.51,False,0.0,0.17,0.0,0.0,0.0,4.45,0.02,0.1,0.0,0.0,6.4,0.0,5.73,0.0,97.0,0.0,371.6,0.0,0.0,3.35,1.96,0.0,cereals
363,gomasio,gomasio,89.0,8.7,2.73,84.73,0.0,0.14,3.26,3.83,1.25,False,0.0,0.15,0.0,0.38,14.5,1.56,0.03,0.14,0.0,0.11,0.0,101.6,1.58,86.06,56.2,353.0,108.01,0.0,0.0,0.8,7.09,882.5,misc
364,"gominola, genérica",jelly bean,268.0,0.02,4.63,12.86,1.0,69.95,0.001,0.004,0.005,True,0.0,0.0,0.0,0.0,2.0,0.036,0.026,0.001,0.0,0.02,0.9,7.0,0.19,54.0,6.0,30.0,6.0,4.0,0.4,0.03,0.005,75.0,sweets
365,granada,pomegranate,63.0,0.3,1.0,80.2,3.5,13.7,0.0,0.0,0.0,False,0.0,7.0,0.0,0.55,29.0,0.3,0.03,0.05,0.0,0.2,20.0,13.0,1.0,247.0,6.0,4.0,25.0,0.0,0.6,0.1,0.0,10.0,fruits
366,grasa de pollo,chiken fat,886.0,99.8,0.0,0.2,0.0,0.0,44.7,20.9,29.8,True,85.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,65.6,0.0,fats_oils
367,grelo,turnip greens,11.0,0.2,2.7,93.1,3.9,0.1,0.04,0.1,0.05,False,0.0,1000.0,0.0,1.0,110.0,0.9,0.2,0.06,0.0,0.16,40.0,98.0,3.1,78.0,10.0,7.0,35.0,2.0,0.8,0.4,0.14,17.5,vegetables
368,"grosella negra, cruda","black currant, raw",36.0,0.1,1.48,79.84,7.0,7.1033,0.0,0.0,0.0,False,0.0,21.6667,0.0,1.0,40.0,0.3,0.06,0.02,0.0,0.08,159.567,40.1,0.9,341.9,22.0333,6.0333,34.0,1.0,1.7,0.4333,0.0,15.08325,fruits
369,"grosella, cruda","red currant, raw",27.0,0.2,1.1,82.8,8.2,5.0,0.0,0.09,0.0,False,0.0,3.5,0.0,0.1,40.0,0.3,0.06,0.04,0.0,0.05,40.0,36.0,1.2,280.0,13.0,3.0,30.0,1.0,0.6,0.0,0.09,7.5,fruits
370,"guayaba, enlatada en almíbar","guava, canned in syrup",66.0,0.0,0.4,76.6,3.6,15.7,0.0,0.0,0.0,False,0.0,24.1667,0.0,0.2,3.0,0.9,0.03,0.04,0.0,0.09,180.0,8.0,0.5,120.0,6.0,7.0,11.0,1.5,1.5,0.4,0.0,17.5,fruits
371,"guayaba, sin piel, cruda","guava, without skin, raw",57.0,0.6,0.82,81.3,5.4,11.9,0.0,0.25,0.17,False,0.0,72.5,0.0,1.12,14.0,1.1,0.04,0.03,0.0,0.14,273.0,17.0,0.6,290.0,13.0,4.0,31.0,1.5,0.6,0.55,0.25,10.0,fruits
372,"guindilla, en polvo","chili or hotpepper, powder",305.0,14.28,12.0,8.1,34.8,31.7,3.211,8.006,2.462,False,0.0,6135.0,0.0,0.0,0.0,11.3,0.92,0.33,0.0,0.09,0.0,150.0,34.1,2010.0,150.0,30.0,290.0,2.4,4.0,2.0,11.217,75.0,misc
373,"guindilla, picante",chili or hot pepper,45.0,1.1,1.87,88.8,1.5,6.7,0.061,0.6,0.105,False,0.0,95.33,0.0,0.69,23.0,1.677,0.086,0.072,0.0,0.506,143.7,14.0,1.03,322.0,23.0,9.0,43.0,2.4,0.5,0.26,0.661,22.5,misc
374,"guisante, congelado, crudo","pea, frozen, raw",62.0,0.5,5.4,79.9,4.7,8.8,0.0,0.3,0.1,True,0.0,53.0,0.0,0.1,4.93,1.7,0.1,0.26,0.0,0.1,18.0,24.0,1.6,197.0,26.0,3.0,91.0,0.15,1.9,0.8,0.3,7.5,legumes
375,"guisante, congelado, hervido","pea, frozen, boiled",61.0,0.9,6.0,78.3,7.3,6.8941,0.1,0.5,0.2,False,0.0,67.5,0.0,0.18,47.0,1.6,0.09,0.26,0.0,0.09,14.86,35.0,1.6,150.0,21.0,2.0,99.0,1.6,0.88,0.7,0.6,5.0,legumes
376,"guisante, seco, crudo","pea, dried, raw",337.0,2.3,21.6,3.4,16.7,56.0,0.66,0.23,0.77,True,0.0,42.0,0.0,0.3,42.0,5.2,0.2,0.7,0.0,0.13,2.0,72.0,5.3,900.0,123.0,40.0,330.0,2.0,1.6,3.5,0.89,100.0,legumes
377,guisantes en conserva,"pea, canned",67.0,0.5,5.6,80.8,3.36,9.7,0.13,0.05,0.15,False,0.0,53.0,0.0,0.22,12.0,0.88,0.06,0.1,0.0,0.05,8.8,20.0,1.5,150.0,20.0,222.0,62.0,2.2,0.7,0.65,0.18,555.0,legumes
378,gusanito,"snack, ""gusanito"" type",478.0,26.2,9.139,8.3,5.5,50.9,11.5,2.99,11.7,False,0.0,0.0,0.0,1.4,10.0,3.74,0.04,0.01,0.0,0.116,0.0,147.0,0.7,124.0,50.0,1790.0,113.0,2.6,5.8,0.85,14.49,4475.0,misc
379,"haba, fresca","broad bean, fresh",57.0,0.4,4.6,82.2,4.2,8.6,0.04,0.2,0.05,False,0.0,42.0,0.0,0.0,78.0,2.8,0.09,0.17,0.0,0.06,24.0,23.0,1.7,323.0,28.0,120.0,84.0,4.0,1.4,0.7,0.24000000000000002,300.0,legumes
380,"haba, frita","broad bean, fried",57.0,0.4,4.6,82.2,4.2,8.6,0.19,0.14,0.03,False,0.0,28.33,0.0,0.46,78.0,4.1,0.04,0.17,0.0,0.06,24.0,23.0,0.9,320.0,28.0,20.0,84.0,0.0,1.4,0.7,0.33,50.0,legumes
381,"haba, seca","broad bean, dried",358.0,1.5,26.1,0.0,25.0,58.3,0.3,0.63,0.25,False,0.0,5.0,0.0,0.09,423.0,26.0,0.26,0.5,0.0,0.37,1.4,100.0,5.5,1090.0,190.0,11.0,590.0,2.0,8.2,3.1,0.9299999999999999,27.5,legumes
382,"haba, seca, remojada, hervida","broad bean, dried, steeped, boiled",58.0,0.6,5.8,79.9,6.5,7.2,0.12,0.24,0.11,False,0.0,31.6667,0.0,0.5,57.0,2.0,0.07,0.05,0.0,0.07,12.0,24.0,1.0,210.0,18.0,4.0,105.0,1.1,2.7,1.0,0.36,10.0,legumes
383,harina de avena,oat flour,353.0,6.4,15.0,10.9,10.0,57.7,2.1,2.4,1.1,False,0.0,0.0,0.0,1.7,3.8,0.1,0.14,0.5,0.0,0.12,0.0,52.0,3.8,350.0,110.0,9.0,380.0,20.0,8.6,4.5,4.5,22.5,cereals
384,"harina de avena, cocida en agua","oat flour, boiled in water",46.0,0.9,1.4,88.9,0.8,8.0,0.32,0.36,0.16,False,0.0,1.1,0.0,0.2,5.0,0.1,0.01,0.05,0.0,0.01,0.0,5.0,0.5,40.0,15.0,580.0,45.0,8.3,5.6,1.5,0.6799999999999999,1450.0,cereals
385,harina de cebada,barley flour,361.0,1.6,10.5,3.3,10.1,74.5,0.21,0.77,0.34,False,0.0,0.0,0.0,0.2,8.0,6.27,0.11,0.37,0.0,0.4,0.0,32.0,2.68,309.0,96.0,4.0,296.0,5.0,8.6,2.0,0.98,10.0,cereals
386,harina de centeno,rye flour,359.0,1.8,8.2,2.4,11.7,75.9,0.21,0.77,0.2,False,0.0,0.0,0.0,1.6,70.0,2.6,0.22,0.4,0.0,0.35,0.0,32.0,2.7,410.0,92.0,1.0,360.0,10.0,35.7,3.0,0.98,2.5,cereals
387,harina de maíz,corn flour,329.0,2.82,8.29,13.2,9.42,66.3,0.88,1.435,0.351,False,0.0,18.0,0.0,0.45,33.0,0.82,0.13,0.44,0.0,0.09,0.0,3.0,2.4,120.0,47.0,0.7,69.0,1.0,0.8,1.6,2.315,1.75,cereals
388,harina de soja,soy flour,412.0,23.25,37.3,8.0,17.3,13.0,4.4,11.3,2.9,False,0.0,8.3333,0.0,2.2,300.0,3.0,0.28,0.7,0.0,0.45,0.0,205.0,9.0,1740.0,256.0,5.0,575.0,0.8,9.0,3.9,15.700000000000001,12.5,legumes
389,harina de trigo,wheat flour,333.0,0.0,10.0,13.0,3.5,71.5,0.0,0.0,0.0,False,0.0,0.0,0.0,0.3,24.0,0.6,0.05,0.1,0.0,0.2,0.0,16.0,1.2,135.0,20.0,3.0,120.0,10.0,7.0,0.6,0.0,7.5,cereals
390,"harina de trigo, integral",wheat whole flour,322.0,2.1806,11.5,13.0,9.0,62.6,0.25,1.0,0.32,False,0.0,0.0,0.0,1.5,36.0,5.5,0.13,0.4,0.0,0.4,0.0,37.0,3.5,350.0,120.0,4.0,330.0,0.0,53.0,2.9,1.25,10.0,cereals
391,helado de chocolate,chocolate ice cream,228.0,11.0,3.8,55.7,1.2,28.2,3.21,0.41,6.8,True,34.0,10.4,0.2,0.3,16.0,0.226,0.194,0.042,0.29,0.055,0.7,109.0,0.93,249.0,29.0,76.0,107.0,0.0,2.5,0.58,3.62,190.0,dairy
392,helado de fresa,strawberry ice cream,200.0,8.4,3.2,60.0,0.9,27.6,0.0,0.0,5.19,True,29.0,96.0,0.0,0.0,12.0,0.17,0.255,0.045,0.3,0.05,7.7,120.0,0.21,188.0,14.0,60.0,100.0,0.0,1.9,0.34,0.0,150.0,dairy
393,helado de nata,cream ice cream,211.0,10.8,3.9,60.0,0.0,24.4,2.8,0.3,7.3,True,30.0,112.3,0.1,0.5,2.0,1.0,0.23,0.04,0.5,0.02,1.3,146.0,0.1,190.0,14.0,44.0,120.0,15.0,3.5,0.5,3.0999999999999996,110.0,dairy
394,"higado de pollo, crudo","liver, chicken, raw",137.0,4.7,22.12,72.0,0.0,1.2,1.144,0.749,1.582,True,492.0,33.0,1.3,0.4,380.0,14.8,2.5,0.32,25.0,0.8,28.0,18.0,7.4,218.0,13.0,68.0,240.0,3.0,55.0,3.2,1.8929999999999998,170.0,meat
395,"hígado, de cerdo, crudo","liver, pork, raw",120.0,3.7,21.4,72.4,0.0,0.0,0.52,0.81,1.2,True,301.0,6495.0,2.2,0.17,212.0,15.0,3.0,0.4,25.0,0.69,26.0,8.0,13.0,330.0,21.0,87.0,350.0,10.0,52.7,6.9,1.33,217.5,meat
396,"hígado, de vaca/buey, crudo","liver, beef, raw",136.0,4.0216,21.1,70.0,0.0,3.5,0.64,0.84,1.5,True,300.0,10250.0,1.2,0.5,266.0,12.78,2.9,0.26,81.0,0.8,25.0,7.0,7.2,325.0,17.0,96.0,358.0,3.0,41.3,4.0,1.48,240.0,meat
397,higos y brevas,figs,70.0,0.0,1.2,80.3,2.5,16.0,0.098,0.21,0.089,False,0.0,8.0,0.0,0.89,7.0,0.5,0.05,0.06,0.0,0.11,2.0,38.0,0.6,270.0,20.0,2.0,22.5,1.5,0.0,0.3,0.308,5.0,fruits
398,hinojo,fennel,14.0,0.0,1.1,93.3,3.3,2.3,0.0,0.0,0.0,False,0.0,32.0,0.0,0.9,55.0,0.68,0.02,0.08,0.0,0.06,8.0,37.0,0.5,473.0,12.0,15.0,38.0,0.0,0.0,0.5,0.0,37.5,misc
399,hojaldre,puff pastry,552.0,38.5,7.4,8.4,1.5,44.2,8.28,22.22,5.5,True,1.0,0.0,1.0,2.37,47.0,5.217,0.25,0.32,0.0,0.019,0.0,10.0,2.6,62.0,16.0,253.0,60.0,17.2,24.5,0.54,30.5,632.5,misc
400,horchata,tigger nut milk drink,98.0,2.7,1.2,79.0,0.1,17.0,2.0,0.3,0.4,False,0.0,0.0,0.0,0.0,2.0,0.13,0.0,0.02,0.0,0.0,0.03,29.0,1.2,52.0,15.0,9.0,26.0,0.0,0.0,1.0,2.3,22.5,drinks
401,"huevo de codorniz, entero, crudo","egg, quail, whole, raw",154.0,11.1,13.1,75.4,0.0,0.4,4.3,1.3,3.6,False,844.0,156.0,1.4,0.74,66.0,0.15,0.79,0.13,1.58,0.15,0.0,64.0,3.65,132.0,13.0,141.0,226.0,44.0,32.0,1.47,5.6,352.5,eggs
402,huevo de gallina fresco,"egg, chicken, whole, raw",150.0,11.1,12.5,76.4,0.0,0.0,3.97,1.74,3.1,False,385.0,190.0,1.75,1.11,50.0,3.8,0.47,0.09,2.5,0.12,0.0,57.0,1.9,130.0,12.0,140.0,200.0,20.0,11.0,1.3,5.71,350.0,eggs
403,"huevo de gallina, clara, cruda","egg,chicken, white, raw",45.0,0.1,10.5,88.0,0.0,0.3,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,12.0,0.16,0.44,0.0,0.1,0.01,0.0,6.0,0.07,142.0,10.0,160.0,15.0,10.0,6.0,0.02,0.0,400.0,eggs
404,"huevo de gallina, escalfado","egg, chicken, whole, poached",147.0,10.6024,12.6,75.6,0.0,0.3,4.3,1.3,3.2,False,380.0,206.667,1.7,1.2,60.0,0.07,0.31,0.07,1.1,0.12,0.0,55.0,1.8,130.0,11.0,210.0,190.0,44.0,24.9,1.3,5.6,525.0,eggs
405,"huevo de gallina, frito","egg, chicken, whole, fried",185.0,14.5783,13.4,70.3,0.0,0.3,5.8,2.0,4.3,False,400.0,226.667,1.9,1.2,42.0,0.08,0.41,0.07,1.2,0.14,0.0,58.0,1.9,136.0,12.0,277.0,204.0,63.4,25.5,1.3,7.8,692.5,eggs
406,"huevo de gallina, hervido, duro","egg, chicken, cooked, hard boiled",145.0,10.5,12.5,75.7,0.0,0.3,4.2,1.3,3.1,False,380.0,207.0,1.7,1.2,60.0,0.07,0.35,0.07,1.2,0.1,0.0,53.0,1.8,126.0,11.0,133.0,186.0,44.0,24.9,1.3,5.5,332.5,eggs
407,"huevo de gallina, pasado por agua","egg, chicken, whole, boiled",144.0,10.3615,12.5,76.7,0.0,0.3,4.2,1.3,3.1,False,380.0,206.667,1.7,1.2,88.0,0.07,0.46,0.08,1.6,0.12,0.0,55.0,1.8,125.0,11.0,133.0,188.0,44.0,24.9,1.3,5.5,332.5,eggs
408,"huevo de gallina, revuelto, con mantequilla","egg, scrambled, with butter",229.0,20.7229,10.2,68.4,0.0,0.8,6.1,1.2,9.9,False,330.0,283.333,1.7,1.1,30.0,0.08,0.44,0.07,1.7,0.12,0.0,61.0,2.0,138.0,13.0,224.0,197.0,51.1,16.2,1.3,7.3,560.0,eggs
409,"huevo de gallina, yema, cruda","egg, chiken, yolk, raw",356.0,31.5,16.5,49.9,0.0,2.3,12.3,4.1,9.4,False,1100.0,591.0,4.5,3.6,140.0,0.0,0.5,0.22,4.7,0.3,0.0,137.0,6.1,97.0,15.0,50.0,520.0,39.6,45.0,3.9,16.4,125.0,eggs
410,"huevo de gallina, yema, desecada","egg, chicken, yolk, dried",664.0,59.3,31.7,3.0,0.0,2.1,22.3,7.4,18.0,False,2430.0,1060.0,11.4,3.9,210.0,8.77,0.66,0.5,7.08,0.84,0.0,282.0,13.8,168.0,28.0,135.0,1112.0,84.3,86.6,6.15,29.700000000000003,337.5,eggs
411,"huevo de pato, crudo","egg, duck, whole, raw",163.0,11.8,14.3,73.9,0.0,0.0,4.9,2.0,2.9,False,680.0,540.0,5.0,0.74,80.0,0.2,0.47,0.16,5.4,0.25,0.0,63.0,2.9,190.0,16.0,120.0,200.0,13.0,36.4,1.4,6.9,300.0,eggs
412,"huevo de pavo, entero, crudo","egg, turkey, whole, raw",164.0,11.9,13.7,72.5,0.0,1.2,4.6,1.7,3.6,False,933.0,166.0,0.0,0.0,71.0,4.05,0.47,0.11,1.69,0.13,0.0,99.0,4.1,142.0,13.0,151.0,170.0,0.0,34.3,1.58,6.3,377.5,eggs
413,infusión,infusion,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,drinks
414,jalea real,royal jelly,266.0,0.0,0.2,34.8,0.0,65.0,0.0,0.0,0.0,False,0.0,4.0,0.0,0.0,2.0,0.0,0.02,0.02,0.0,0.0,4.0,10.0,0.2,69.0,0.0,12.0,10.0,0.0,2.0,0.0,0.0,30.0,sweets
415,jamón asado,"ham, roasted",266.0,17.61,26.83,55.04,0.0,0.0,7.88,1.688,6.47,False,94.0,10.0,0.9,0.0,10.0,4.574,0.313,0.635,0.68,0.402,0.3,14.0,1.01,352.0,22.0,60.0,263.0,34.6,45.3,2.96,9.568,150.0,meat
416,"jamón cocido, categoría s/e","cooked ham, category n/e",114.0,3.0,21.0,75.6,0.0,0.4,1.4,0.36,1.1,False,50.0,0.0,0.7,0.08,0.2,11.4,0.18,0.46,0.7,0.2,19.0,9.6,2.1,270.0,17.5,970.0,239.0,10.9,11.0,2.8,1.7599999999999998,2425.0,meat
417,"jamón cocido, enlatado","cooked ham, canned",126.0,5.1,18.4,74.0,0.0,1.3,2.1,0.6,1.9,False,68.0,0.0,0.0,0.08,0.0,7.283,0.25,0.52,0.0,0.22,0.0,9.0,1.2,280.0,18.0,1250.0,280.0,11.0,8.0,2.3,2.7,3125.0,meat
418,jamón ibérico de bellota,iberian acorn-feed ham,335.0,22.2,33.2,38.5,0.0,0.5,13.08,1.54,6.53,True,69.0,0.0,0.0,0.08,0.0,0.84,0.11,0.4,15.7,0.14,0.0,6.8,3.6,655.0,37.6,1935.0,191.0,10.0,12.1,3.5,14.620000000000001,4837.5,meat
419,jamón ibérico de cebo,iberian ham of land cebo-feed,303.0,19.2,32.3,48.4,0.0,0.1,10.31,1.18,7.81,True,69.0,0.0,0.0,0.08,13.5,0.8,0.12,0.42,15.7,0.16,0.0,10.2,4.3,701.0,37.2,1942.0,141.0,11.0,12.1,4.0,11.49,4855.0,meat
420,jamón serrano,cured ham,319.0,22.6,28.8,39.9,0.0,0.2,11.06,2.58,7.94,True,84.0,0.0,0.6,0.2,2.0,8.0,0.25,1.0,0.6,0.5,0.0,9.0,1.7,250.0,22.0,2130.0,167.0,11.4,12.1,2.1,13.64,5325.0,meat
421,jengibre,ginger,52.0,0.7,1.7,88.1,0.0,9.5,0.0,0.0,0.0,False,0.0,5.8,0.0,0.0,0.0,0.8,0.03,0.02,0.0,0.16,4.0,17.0,0.6,330.0,35.0,11.0,27.0,0.0,0.0,0.4,0.0,27.5,misc
422,judía blanca,white bean,242.0,1.6,21.1,15.5,23.2,34.7,0.18,0.886,0.53,False,0.0,67.0,0.0,0.21,388.0,5.28,0.117,0.503,0.0,0.409,2.5,113.0,6.2,1337.0,140.0,15.0,426.0,1.8,12.8,2.6,1.066,37.5,legumes
423,judía pinta,pinto bean,247.0,0.83,23.58,11.77,24.9,35.11,0.064,0.457,0.12,False,0.0,67.0,0.0,0.22,394.0,6.75,0.219,0.529,0.0,0.397,4.5,143.0,8.2,1406.0,140.0,24.0,407.0,2.0,3.2,2.79,0.521,60.0,legumes
424,"judía verde, congelada, cruda","green bean, frozen, raw",29.0,0.55,1.875,90.05,3.4,4.1,0.0,0.22,0.165,False,0.0,31.0,0.0,0.16,61.925,0.53,0.1,0.06,0.0,0.135,10.4833,46.785,0.695,204.0,19.795,4.0,33.0,1.0,2.5,0.24,0.22,10.0,vegetables
425,"judía verde, cruda","green been, raw",28.0,0.4,2.2,90.1,2.8,3.7,0.03,0.2,0.09,False,0.0,47.0,0.0,0.26,66.0,0.85,0.1,0.07,0.0,0.2,20.0,39.0,1.0,243.0,25.0,4.0,38.0,3.6,1.4,0.2,0.23,10.0,legumes
426,"judia verde, hervida","green bean, boiled",84.0,6.79,1.78,85.24,2.25,3.94,3.98,0.85,0.86,False,0.0,46.0,0.0,0.58,58.41,1.31,0.09,0.06,0.0,0.21,21.94,48.47,0.94,243.75,20.81,1.88,41.25,3.75,0.0,0.22,4.83,4.699999999999999,vegetables
427,"judías blancas, cocidas","white bean, boiled",324.0,1.5,21.4,1.0,21.3,54.8,0.08,0.82,0.21,False,0.0,0.0,0.0,2.0,316.0,2.4,0.17,0.5,0.0,0.42,3.4,126.0,6.2,1160.0,163.0,40.0,400.0,1.6,0.0,3.5,0.8999999999999999,100.0,legumes
428,judias verdes en conserva,"green bean, canned",12.0,0.1,1.188,95.6,1.5,1.63,0.004,0.052,0.023,False,0.0,33.3,0.0,0.05,13.0,0.55,0.04,0.07,0.0,0.03,4.3,34.0,1.3,143.0,20.0,249.0,24.0,1.4,0.9,0.2,0.055999999999999994,622.5,vegetables
429,"jurel, crudo","horse mackerel, raw",112.0,1.97,15.4,78.3,0.0,0.8,0.31,0.4,0.41,True,55.0,36.0,16.0,1.3,4.0,9.0,0.3,0.14,10.0,0.16,2.8,17.0,1.0,420.0,31.0,39.0,157.0,10.0,36.5,0.5,0.71,97.5,seafood
